,synid,class_name
13092,n07754451,breadfruit
13093,n07754684,jackfruit
13094,n07754894,cacao bean
13095,n07755089,cocoa
13096,n07755262,canistel
13097,n07755411,melon
13098,n07755619,melon ball
13099,n07755707,muskmelon
13100,n07755929,cantaloup
13101,n07756096,winter melon
13102,n07756325,honeydew
13103,n07756499,Persian melon
13104,n07756641,net melon
13105,n07756838,casaba
13106,n07756951,watermelon
13107,n07757132,cherry
13108,n07757312,sweet cherry
13109,n07757511,bing cherry
13110,n07757602,heart cherry
13111,n07757753,blackheart
13112,n07757874,capulin
13113,n07757990,sour cherry
13114,n07758125,amarelle
13115,n07758260,morello
13116,n07758407,cocoa plum
13117,n07758582,gherkin
13118,n07758680,grape
13119,n07758950,fox grape
13120,n07759194,Concord grape
13121,n07759324,Catawba
13122,n07759424,muscadine
13123,n07759576,scuppernong
13124,n07759691,slipskin grape
13125,n07759816,vinifera grape
13126,n07760070,emperor
13127,n07760153,muscat
13128,n07760297,ribier
13129,n07760395,sultana
13130,n07760501,Tokay
13131,n07760673,flame tokay
13132,n07760755,Thompson Seedless
13133,n07760859,custard apple
13134,n07761141,cherimoya
13135,n07761309,soursop
13136,n07761611,sweetsop
13137,n07761777,ilama
13138,n07761954,pond apple
13139,n07762114,papaw
13140,n07762244,papaya
13141,n07762373,kai apple
13142,n07762534,ketembilla
13143,n07762740,ackee
13144,n07762913,durian
13145,n07763107,feijoa
13146,n07763290,genip
13147,n07763483,genipap
13148,n07763629,kiwi
13149,n07763792,loquat
13150,n07763987,mangosteen
13151,n07764155,mango
13152,n07764315,sapodilla
13153,n07764486,sapote
13154,n07764630,tamarind
13155,n07764847,avocado
13156,n07765073,date
13157,n07765208,elderberry
13158,n07765361,guava
13159,n07765517,mombin
13160,n07765612,hog plum
13161,n07765728,hog plum
13162,n07765862,jaboticaba
13163,n07765999,jujube
13164,n07766173,litchi
13165,n07766409,longanberry
13166,n07766530,mamey
13167,n07766723,marang
13168,n07766891,medlar
13169,n07767002,medlar
13170,n07767171,mulberry
13171,n07767344,olive
13172,n07767549,black olive
13173,n07767709,green olive
13174,n07767847,pear
13175,n07768068,bosc
13176,n07768139,anjou
13177,n07768230,bartlett
13178,n07768318,seckel
13179,n07768423,plantain
13180,n07768590,plumcot
13181,n07768694,pomegranate
13182,n07768858,prickly pear
13183,n07769102,Barbados gooseberry
13184,n07769306,quandong
13185,n07769465,quandong nut
13186,n07769584,quince
13187,n07769731,rambutan
13188,n07769886,pulasan
13189,n07770034,rose apple
13190,n07770180,sorb
13191,n07770439,sour gourd
13192,n07770571,edible seed
13193,n07770763,pumpkin seed
13194,n07770869,betel nut
13195,n07771082,beechnut
13196,n07771212,walnut
13197,n07771405,black walnut
13198,n07771539,English walnut
13199,n07771731,brazil nut
13200,n07771891,butternut
13201,n07772026,souari nut
13202,n07772147,cashew
13203,n07772274,chestnut
13204,n07772413,chincapin
13205,n07772788,hazelnut
13206,n07772935,coconut
13207,n07773428,coconut milk
13208,n07774182,grugru nut
13209,n07774295,hickory nut
13210,n07774479,cola extract
13211,n07774596,macadamia nut
13212,n07774719,pecan
13213,n07774842,pine nut
13214,n07775050,pistachio
13215,n07775197,sunflower seed
13216,n07783827,anchovy paste
13217,n07785487,rollmops
13218,n07800091,feed
13219,n07800487,cattle cake
13220,n07800636,creep feed
13221,n07800740,fodder
13222,n07801007,feed grain
13223,n07801091,eatage
13224,n07801342,silage
13225,n07801508,oil cake
13226,n07801709,oil meal
13227,n07801779,alfalfa
13228,n07801892,broad bean
13229,n07802026,hay
13230,n07802152,timothy
13231,n07802246,stover
13232,n07802417,grain
13233,n07802767,grist
13234,n07802863,groats
13235,n07802963,millet
13236,n07803093,barley
13237,n07803213,pearl barley
13238,n07803310,buckwheat
13239,n07803408,bulgur
13240,n07803545,wheat
13241,n07803779,cracked wheat
13242,n07803895,stodge
13243,n07803992,wheat germ
13244,n07804152,oat
13245,n07804323,rice
13246,n07804543,brown rice
13247,n07804657,white rice
13248,n07804771,wild rice
13249,n07804900,paddy
13250,n07805006,slop
13251,n07805254,mash
13252,n07805389,chicken feed
13253,n07805478,cud
13254,n07805594,bird feed
13255,n07805731,petfood
13256,n07805966,dog food
13257,n07806043,cat food
13258,n07806120,canary seed
13259,n07806221,salad
13260,n07806633,tossed salad
13261,n07806774,green salad
13262,n07806879,Caesar salad
13263,n07807002,salmagundi
13264,n07807171,salad nicoise
13265,n07807317,combination salad
13266,n07807472,chef's salad
13267,n07807594,potato salad
13268,n07807710,pasta salad
13269,n07807834,macaroni salad
13270,n07807922,fruit salad
13271,n07808022,Waldorf salad
13272,n07808166,crab Louis
13273,n07808268,herring salad
13274,n07808352,tuna fish salad
13275,n07808479,chicken salad
13276,n07808587,coleslaw
13277,n07808675,aspic
13278,n07808806,molded salad
13279,n07808904,tabbouleh
13280,n07809096,ingredient
13281,n07809368,flavorer
13282,n07810531,bouillon cube
13283,n07810907,condiment
13284,n07811416,herb
13285,n07812046,fines herbes
13286,n07812184,spice
13287,n07812662,spearmint oil
13288,n07812790,lemon oil
13289,n07812913,wintergreen oil
13290,n07813107,salt
13291,n07813324,celery salt
13292,n07813495,onion salt
13293,n07813579,seasoned salt
13294,n07813717,sour salt
13295,n07813833,five spice powder
13296,n07814007,allspice
13297,n07814203,cinnamon
13298,n07814390,stick cinnamon
13299,n07814487,clove
13300,n07814634,cumin
13301,n07814790,fennel
13302,n07814925,ginger
13303,n07815163,ginger
13304,n07815294,mace
13305,n07815424,nutmeg
13306,n07815588,pepper
13307,n07815839,black pepper
13308,n07815956,white pepper
13309,n07816052,sassafras
13310,n07816164,basil
13311,n07816296,bay leaf
13312,n07816398,borage
13313,n07816575,hyssop
13314,n07816726,caraway
13315,n07816839,chervil
13316,n07817024,chives
13317,n07817160,comfrey
13318,n07817315,coriander
13319,n07817465,coriander
13320,n07817599,costmary
13321,n07817758,fennel
13322,n07817871,fennel
13323,n07818029,fennel seed
13324,n07818133,fenugreek
13325,n07818277,garlic
13326,n07818422,clove
13327,n07818572,garlic chive
13328,n07818689,lemon balm
13329,n07818825,lovage
13330,n07818995,marjoram
13331,n07819166,mint
13332,n07819303,mustard seed
13333,n07819480,mustard
13334,n07819682,Chinese mustard
13335,n07819769,nasturtium
13336,n07819896,parsley
13337,n07820036,salad burnet
13338,n07820145,rosemary
13339,n07820297,rue
13340,n07820497,sage
13341,n07820683,clary sage
13342,n07820814,savory
13343,n07820960,summer savory
13344,n07821107,winter savory
13345,n07821260,sweet woodruff
13346,n07821404,sweet cicely
13347,n07821610,tarragon
13348,n07821758,thyme
13349,n07821919,turmeric
13350,n07822053,caper
13351,n07822197,catsup
13352,n07822323,cardamom
13353,n07822518,cayenne
13354,n07822687,chili powder
13355,n07822845,chili sauce
13356,n07823105,chutney
13357,n07823280,steak sauce
13358,n07823369,taco sauce
13359,n07823460,salsa
13360,n07823591,mint sauce
13361,n07823698,cranberry sauce
13362,n07823814,curry powder
13363,n07823951,curry
13364,n07824191,lamb curry
13365,n07824268,duck sauce
13366,n07824383,horseradish
13367,n07824502,marinade
13368,n07824702,paprika
13369,n07824863,Spanish paprika
13370,n07824988,pickle
13371,n07825194,dill pickle
13372,n07825399,bread and butter pickle
13373,n07825496,pickle relish
13374,n07825597,piccalilli
13375,n07825717,sweet pickle
13376,n07825850,applesauce
13377,n07825972,soy sauce
13378,n07826091,Tabasco
13379,n07826250,tomato paste
13380,n07826340,angelica
13381,n07826453,angelica
13382,n07826544,almond extract
13383,n07826653,anise
13384,n07826930,Chinese anise
13385,n07827130,juniper berries
13386,n07827284,saffron
13387,n07827410,sesame seed
13388,n07827554,caraway seed
13389,n07827750,poppy seed
13390,n07827896,dill
13391,n07828041,dill seed
13392,n07828156,celery seed
13393,n07828275,lemon extract
13394,n07828378,monosodium glutamate
13395,n07828642,vanilla bean
13396,n07828987,vinegar
13397,n07829248,cider vinegar
13398,n07829331,wine vinegar
13399,n07829412,sauce
13400,n07830493,anchovy sauce
13401,n07830593,hot sauce
13402,n07830690,hard sauce
13403,n07830841,horseradish sauce
13404,n07830986,bolognese pasta sauce
13405,n07831146,carbonara
13406,n07831267,tomato sauce
13407,n07831450,tartare sauce
13408,n07831663,wine sauce
13409,n07831821,marchand de vin
13410,n07831955,bread sauce
13411,n07832099,plum sauce
13412,n07832202,peach sauce
13413,n07832307,apricot sauce
13414,n07832416,pesto
13415,n07832592,ravigote
13416,n07832741,remoulade sauce
13417,n07832902,dressing
13418,n07833333,sauce Louis
13419,n07833535,bleu cheese dressing
13420,n07833672,blue cheese dressing
13421,n07833816,French dressing
13422,n07833951,Lorenzo dressing
13423,n07834065,anchovy dressing
13424,n07834160,Italian dressing
13425,n07834286,half-and-half dressing
13426,n07834507,mayonnaise
13427,n07834618,green mayonnaise
13428,n07834774,aioli
13429,n07834872,Russian dressing
13430,n07835051,salad cream
13431,n07835173,Thousand Island dressing
13432,n07835331,barbecue sauce
13433,n07835457,hollandaise
13434,n07835547,bearnaise
13435,n07835701,Bercy
13436,n07835823,bordelaise
13437,n07835921,bourguignon
13438,n07836077,brown sauce
13439,n07836269,Espagnole
13440,n07836456,Chinese brown sauce
13441,n07836600,blanc
13442,n07836731,cheese sauce
13443,n07836838,chocolate sauce
13444,n07837002,hot-fudge sauce
13445,n07837110,cocktail sauce
13446,n07837234,Colbert
13447,n07837362,white sauce
13448,n07837545,cream sauce
13449,n07837630,Mornay sauce
13450,n07837755,demiglace
13451,n07837912,gravy
13452,n07838073,gravy
13453,n07838233,spaghetti sauce
13454,n07838441,marinara
13455,n07838551,mole
13456,n07838659,hunter's sauce
13457,n07838811,mushroom sauce
13458,n07838905,mustard sauce
13459,n07839055,Nantua
13460,n07839172,Hungarian sauce
13461,n07839312,pepper sauce
13462,n07839478,roux
13463,n07839593,Smitane
13464,n07839730,Soubise
13465,n07839864,Lyonnaise sauce
13466,n07840027,veloute
13467,n07840124,allemande
13468,n07840219,caper sauce
13469,n07840304,poulette
13470,n07840395,curry sauce
13471,n07840520,Worcester sauce
13472,n07840672,coconut milk
13473,n07840804,egg
13474,n07841037,egg white
13475,n07841345,egg yolk
13476,n07841495,boiled egg
13477,n07841639,hard-boiled egg
13478,n07841800,Easter egg
13479,n07841907,Easter egg
13480,n07842044,chocolate egg
13481,n07842130,candy egg
13482,n07842202,poached egg
13483,n07842308,scrambled eggs
13484,n07842433,deviled egg
13485,n07842605,shirred egg
13486,n07842753,omelet
13487,n07842972,firm omelet
13488,n07843117,French omelet
13489,n07843220,fluffy omelet
13490,n07843348,western omelet
13491,n07843464,souffle
13492,n07843636,fried egg
13493,n07843775,dairy product
13494,n07844042,milk
13495,n07844604,milk
13496,n07844786,sour milk
13497,n07844867,soya milk
13498,n07845087,formula
13499,n07845166,pasteurized milk
13500,n07845335,cows' milk
13501,n07845421,yak's milk
13502,n07845495,goats' milk
13503,n07845571,acidophilus milk
13504,n07845702,raw milk
13505,n07845775,scalded milk
13506,n07845863,homogenized milk
13507,n07846014,certified milk
13508,n07846143,powdered milk
13509,n07846274,nonfat dry milk
13510,n07846359,evaporated milk
13511,n07846471,condensed milk
13512,n07846557,skim milk
13513,n07846688,semi-skimmed milk
13514,n07846802,whole milk
13515,n07846938,low-fat milk
13516,n07847047,buttermilk
13517,n07847198,cream
13518,n07847453,clotted cream
13519,n07847585,double creme
13520,n07847706,half-and-half
13521,n07847827,heavy cream
13522,n07847917,light cream
13523,n07848093,sour cream
13524,n07848196,whipping cream
13525,n07848338,butter
13526,n07848771,clarified butter
13527,n07848936,ghee
13528,n07849026,brown butter
13529,n07849186,Meuniere butter
13530,n07849336,yogurt
13531,n07849506,blueberry yogurt
13532,n07849619,raita
13533,n07849733,whey
13534,n07849912,curd
13535,n07850083,curd
13536,n07850219,clabber
13537,n07850329,cheese
13538,n07851054,paring
13539,n07851298,cream cheese
13540,n07851443,double cream
13541,n07851554,mascarpone
13542,n07851641,triple cream
13543,n07851767,cottage cheese
13544,n07851926,process cheese
13545,n07852045,bleu
13546,n07852229,Stilton
13547,n07852302,Roquefort
13548,n07852376,gorgonzola
13549,n07852452,Danish blue
13550,n07852532,Bavarian blue
13551,n07852614,Brie
13552,n07852712,brick cheese
13553,n07852833,Camembert
13554,n07852919,cheddar
13555,n07853125,rat cheese
13556,n07853232,Cheshire cheese
13557,n07853345,double Gloucester
13558,n07853445,Edam
13559,n07853560,goat cheese
13560,n07853648,Gouda
13561,n07853762,grated cheese
13562,n07853852,hand cheese
13563,n07853946,Liederkranz
13564,n07854066,Limburger
13565,n07854184,mozzarella
13566,n07854266,Muenster
13567,n07854348,Parmesan
13568,n07854455,quark cheese
13569,n07854614,ricotta
13570,n07854707,string cheese
13571,n07854813,Swiss cheese
13572,n07854982,Emmenthal
13573,n07855105,Gruyere
13574,n07855188,sapsago
13575,n07855317,Velveeta
13576,n07855413,nut butter
13577,n07855510,peanut butter
13578,n07855603,marshmallow fluff
13579,n07855721,onion butter
13580,n07855812,pimento butter
13581,n07855907,shrimp butter
13582,n07856045,lobster butter
13583,n07856186,yak butter
13584,n07856270,spread
13585,n07856756,cheese spread
13586,n07856895,anchovy butter
13587,n07856992,fishpaste
13588,n07857076,garlic butter
13589,n07857170,miso
13590,n07857356,wasabi
13591,n07857598,snail butter
13592,n07857731,hummus
13593,n07857959,pate
13594,n07858114,duck pate
13595,n07858197,foie gras
13596,n07858336,tapenade
13597,n07858484,tahini
13598,n07858595,sweetening
13599,n07858841,aspartame
13600,n07858978,honey
13601,n07859142,saccharin
13602,n07859284,sugar
13603,n07859583,syrup
13604,n07859796,sugar syrup
13605,n07859951,molasses
13606,n07860103,sorghum
13607,n07860208,treacle
13608,n07860331,grenadine
13609,n07860447,maple syrup
13610,n07860548,corn syrup
13611,n07860629,miraculous food
13612,n07860805,batter
13613,n07860988,dough
13614,n07861158,bread dough
13615,n07861247,pancake batter
13616,n07861334,fritter batter
13617,n07861557,coq au vin
13618,n07861681,chicken provencale
13619,n07861813,chicken and rice
13620,n07861983,moo goo gai pan
13621,n07862095,arroz con pollo
13622,n07862244,bacon and eggs
13623,n07862348,barbecued spareribs
13624,n07862461,beef Bourguignonne
13625,n07862611,beef Wellington
13626,n07862770,bitok
13627,n07862946,boiled dinner
13628,n07863107,Boston baked beans
13629,n07863229,bubble and squeak
13630,n07863374,pasta
13631,n07863547,cannelloni
13632,n07863644,carbonnade flamande
13633,n07863802,cheese souffle
13634,n07863935,chicken Marengo
13635,n07864065,chicken cordon bleu
13636,n07864198,Maryland chicken
13637,n07864317,chicken paprika
13638,n07864475,chicken Tetrazzini
13639,n07864638,Tetrazzini
13640,n07864756,chicken Kiev
13641,n07864934,chili
13642,n07865105,chili dog
13643,n07865196,chop suey
13644,n07865484,chow mein
13645,n07865575,codfish ball
13646,n07865700,coquille
13647,n07865788,coquilles Saint-Jacques
13648,n07866015,croquette
13649,n07866151,cottage pie
13650,n07866277,rissole
13651,n07866409,dolmas
13652,n07866571,egg foo yong
13653,n07866723,egg roll
13654,n07866868,eggs Benedict
13655,n07867021,enchilada
13656,n07867164,falafel
13657,n07867324,fish and chips
13658,n07867421,fondue
13659,n07867616,cheese fondue
13660,n07867751,chocolate fondue
13661,n07867883,fondue
13662,n07868045,beef fondue
13663,n07868200,French toast
13664,n07868340,fried rice
13665,n07868508,frittata
13666,n07868684,frog legs
13667,n07868830,galantine
13668,n07868955,gefilte fish
13669,n07869111,haggis
13670,n07869291,ham and eggs
13671,n07869391,hash
13672,n07869522,corned beef hash
13673,n07869611,jambalaya
13674,n07869775,kabob
13675,n07869937,kedgeree
13676,n07870069,souvlaki
13677,n07870167,lasagna
13678,n07870313,seafood Newburg
13679,n07870478,lobster Newburg
13680,n07870620,shrimp Newburg
13681,n07870734,Newburg sauce
13682,n07870894,lobster thermidor
13683,n07871065,lutefisk
13684,n07871234,macaroni and cheese
13685,n07871335,macedoine
13686,n07871436,meatball
13687,n07871588,porcupine ball
13688,n07871720,Swedish meatball
13689,n07871810,meat loaf
13690,n07872593,moussaka
13691,n07872748,osso buco
13692,n07873057,marrow
13693,n07873198,pheasant under glass
13694,n07873348,pigs in blankets
13695,n07873464,pilaf
13696,n07873679,bulgur pilaf
13697,n07873807,pizza
13698,n07874063,sausage pizza
13699,n07874159,pepperoni pizza
13700,n07874259,cheese pizza
13701,n07874343,anchovy pizza
13702,n07874441,Sicilian pizza
13703,n07874531,poi
13704,n07874674,pork and beans
13705,n07874780,porridge
13706,n07874995,oatmeal
13707,n07875086,loblolly
13708,n07875152,potpie
13709,n07875267,rijsttaffel
13710,n07875436,risotto
13711,n07875560,roulade
13712,n07875693,fish loaf
13713,n07875835,salmon loaf
13714,n07875926,Salisbury steak
13715,n07876026,sauerbraten
13716,n07876189,sauerkraut
13717,n07876281,scallopine
13718,n07876460,veal scallopini
13719,n07876550,scampi
13720,n07876651,Scotch egg
13721,n07876775,Scotch woodcock
13722,n07876893,scrapple
13723,n07877187,spaghetti and meatballs
13724,n07877299,Spanish rice
13725,n07877675,steak tartare
13726,n07877849,pepper steak
13727,n07877961,steak au poivre
13728,n07878145,beef Stroganoff
13729,n07878283,stuffed cabbage
13730,n07878479,kishke
13731,n07878647,stuffed peppers
13732,n07878785,stuffed tomato
13733,n07878926,stuffed tomato
13734,n07879072,succotash
13735,n07879174,sukiyaki
13736,n07879350,sashimi
13737,n07879450,sushi
13738,n07879560,Swiss steak
13739,n07879659,tamale
13740,n07879821,tamale pie
13741,n07879953,tempura
13742,n07880080,teriyaki
13743,n07880213,terrine
13744,n07880325,Welsh rarebit
13745,n07880458,schnitzel
13746,n07880751,taco
13747,n07880880,chicken taco
13748,n07880968,burrito
13749,n07881117,beef burrito
13750,n07881205,quesadilla
13751,n07881404,tostada
13752,n07881525,bean tostada
13753,n07881625,refried beans
13754,n07881800,beverage
13755,n07882420,wish-wash
13756,n07882497,concoction
13757,n07882886,mix
13758,n07883031,filling
13759,n07883156,lekvar
13760,n07883251,potion
13761,n07883384,elixir
13762,n07883510,elixir of life
13763,n07883661,philter
13764,n07884567,alcohol
13765,n07885705,proof spirit
13766,n07886057,home brew
13767,n07886176,hooch
13768,n07886317,kava
13769,n07886463,aperitif
13770,n07886572,brew
13771,n07886849,beer
13772,n07887099,draft beer
13773,n07887192,suds
13774,n07887304,Munich beer
13775,n07887461,bock
13776,n07887634,lager
13777,n07887967,light beer
13778,n07888058,Oktoberfest
13779,n07888229,Pilsner
13780,n07888378,shebeen
13781,n07888465,Weissbier
13782,n07888816,Weizenbock
13783,n07888909,malt
13784,n07889193,wort
13785,n07889274,malt
13786,n07889510,ale
13787,n07889814,bitter
13788,n07889990,Burton
13789,n07890068,pale ale
13790,n07890226,porter
13791,n07890352,stout
13792,n07890540,Guinness
13793,n07890617,kvass
13794,n07890750,mead
13795,n07890890,metheglin
13796,n07890970,hydromel
13797,n07891095,oenomel
13798,n07891189,near beer
13799,n07891309,ginger beer
13800,n07891433,sake
13801,n07891726,wine
13802,n07892418,vintage
13803,n07892512,red wine
13804,n07892813,white wine
13805,n07893253,blush wine
13806,n07893425,altar wine
13807,n07893528,sparkling wine
13808,n07893642,champagne
13809,n07893792,cold duck
13810,n07893891,Burgundy
13811,n07894102,Beaujolais
13812,n07894298,Medoc
13813,n07894451,Canary wine
13814,n07894551,Chablis
13815,n07894703,Montrachet
13816,n07894799,Chardonnay
13817,n07894965,Pinot noir
13818,n07895100,Pinot blanc
13819,n07895237,Bordeaux
13820,n07895435,claret
13821,n07895595,Chianti
13822,n07895710,Cabernet
13823,n07895839,Merlot
13824,n07895962,Sauvignon blanc
13825,n07896060,California wine
13826,n07896165,Cotes de Provence
13827,n07896287,dessert wine
13828,n07896422,Dubonnet
13829,n07896560,jug wine
13830,n07896661,macon
13831,n07896765,Moselle
13832,n07896893,Muscadet
13833,n07896994,plonk
13834,n07897116,retsina
13835,n07897200,Rhine wine
13836,n07897438,Riesling
13837,n07897600,liebfraumilch
13838,n07897750,Rhone wine
13839,n07897865,Rioja
13840,n07897975,sack
13841,n07898117,Saint Emilion
13842,n07898247,Soave
13843,n07898333,zinfandel
13844,n07898443,Sauterne
13845,n07898617,straw wine
13846,n07898745,table wine
13847,n07898895,Tokay
13848,n07899003,vin ordinaire
13849,n07899108,vermouth
13850,n07899292,sweet vermouth
13851,n07899434,dry vermouth
13852,n07899533,Chenin blanc
13853,n07899660,Verdicchio
13854,n07899769,Vouvray
13855,n07899899,Yquem
13856,n07899976,generic
13857,n07900225,varietal
13858,n07900406,fortified wine
13859,n07900616,Madeira
13860,n07900734,malmsey
13861,n07900825,port
13862,n07900958,sherry
13863,n07901355,Marsala
13864,n07901457,muscat
13865,n07901587,liquor
13866,n07902121,neutral spirits
13867,n07902336,aqua vitae
13868,n07902443,eau de vie
13869,n07902520,moonshine
13870,n07902698,bathtub gin
13871,n07902799,aquavit
13872,n07902937,arrack
13873,n07903101,bitters
13874,n07903208,brandy
13875,n07903543,applejack
13876,n07903643,Calvados
13877,n07903731,Armagnac
13878,n07903841,Cognac
13879,n07903962,grappa
13880,n07904072,kirsch
13881,n07904293,slivovitz
13882,n07904395,gin
13883,n07904637,sloe gin
13884,n07904760,geneva
13885,n07904865,grog
13886,n07904934,ouzo
13887,n07905038,rum
13888,n07905296,demerara
13889,n07905386,Jamaica rum
13890,n07905474,schnapps
13891,n07905618,pulque
13892,n07905770,mescal
13893,n07905979,tequila
13894,n07906111,vodka
13895,n07906284,whiskey
13896,n07906572,blended whiskey
13897,n07906718,bourbon
13898,n07906877,corn whiskey
13899,n07907037,firewater
13900,n07907161,Irish
13901,n07907342,poteen
13902,n07907429,rye
13903,n07907548,Scotch
13904,n07907831,sour mash
13905,n07907943,liqueur
13906,n07908411,absinth
13907,n07908567,amaretto
13908,n07908647,anisette
13909,n07908812,benedictine
13910,n07908923,Chartreuse
13911,n07909129,coffee liqueur
13912,n07909231,creme de cacao
13913,n07909362,creme de menthe
13914,n07909504,creme de fraise
13915,n07909593,Drambuie
13916,n07909714,Galliano
13917,n07909811,orange liqueur
13918,n07909954,curacao
13919,n07910048,triple sec
13920,n07910152,Grand Marnier
13921,n07910245,kummel
13922,n07910379,maraschino
13923,n07910538,pastis
13924,n07910656,Pernod
13925,n07910799,pousse-cafe
13926,n07910970,Kahlua
13927,n07911061,ratafia
13928,n07911249,sambuca
13929,n07911371,mixed drink
13930,n07911677,cocktail
13931,n07912093,Dom Pedro
13932,n07912211,highball
13933,n07913180,mixer
13934,n07913300,bishop
13935,n07913393,Bloody Mary
13936,n07913537,Virgin Mary
13937,n07913644,bullshot
13938,n07913774,cobbler
13939,n07913882,collins
13940,n07914006,cooler
13941,n07914128,refresher
13942,n07914271,smoothie
13943,n07914413,daiquiri
13944,n07914586,strawberry daiquiri
13945,n07914686,NADA daiquiri
13946,n07914777,spritzer
13947,n07914887,flip
13948,n07914995,gimlet
13949,n07915094,gin and tonic
13950,n07915213,grasshopper
13951,n07915366,Harvey Wallbanger
13952,n07915491,julep
13953,n07915618,manhattan
13954,n07915800,Rob Roy
13955,n07915918,margarita
13956,n07916041,martini
13957,n07916183,gin and it
13958,n07916319,vodka martini
13959,n07916437,old fashioned
13960,n07916582,pink lady
13961,n07917133,Sazerac
13962,n07917272,screwdriver
13963,n07917392,sidecar
13964,n07917507,Scotch and soda
13965,n07917618,sling
13966,n07917791,brandy sling
13967,n07917874,gin sling
13968,n07917951,rum sling
13969,n07918028,sour
13970,n07918193,whiskey sour
13971,n07918309,stinger
13972,n07918706,swizzle
13973,n07918879,hot toddy
13974,n07919165,zombie
13975,n07919310,fizz
13976,n07919441,Irish coffee
13977,n07919572,cafe au lait
13978,n07919665,cafe noir
13979,n07919787,decaffeinated coffee
13980,n07919894,drip coffee
13981,n07920052,espresso
13982,n07920222,caffe latte
13983,n07920349,cappuccino
13984,n07920540,iced coffee
13985,n07920663,instant coffee
13986,n07920872,mocha
13987,n07920989,mocha
13988,n07921090,cassareep
13989,n07921239,Turkish coffee
13990,n07921360,chocolate milk
13991,n07921455,cider
13992,n07921615,hard cider
13993,n07921834,scrumpy
13994,n07921948,sweet cider
13995,n07922041,mulled cider
13996,n07922147,perry
13997,n07922512,rotgut
13998,n07922607,slug
13999,n07922764,cocoa
14000,n07922955,criollo
14001,n07923748,juice
14002,n07924033,fruit juice
14003,n07924276,nectar
14004,n07924366,apple juice
14005,n07924443,cranberry juice
14006,n07924560,grape juice
14007,n07924655,must
14008,n07924747,grapefruit juice
14009,n07924834,orange juice
14010,n07924955,frozen orange juice
14011,n07925116,pineapple juice
14012,n07925229,lemon juice
14013,n07925327,lime juice
14014,n07925423,papaya juice
14015,n07925500,tomato juice
14016,n07925608,carrot juice
14017,n07925708,V-8 juice
14018,n07925808,koumiss
14019,n07925966,fruit drink
14020,n07926250,lemonade
14021,n07926346,limeade
14022,n07926442,orangeade
14023,n07926540,malted milk
14024,n07926785,mate
14025,n07926920,mulled wine
14026,n07927070,negus
14027,n07927197,soft drink
14028,n07927512,pop
14029,n07927716,birch beer
14030,n07927836,bitter lemon
14031,n07927931,cola
14032,n07928163,cream soda
14033,n07928264,egg cream
14034,n07928367,ginger ale
14035,n07928488,orange soda
14036,n07928578,phosphate
14037,n07928696,Coca Cola
14038,n07928790,Pepsi
14039,n07928887,root beer
14040,n07928998,sarsaparilla
14041,n07929172,tonic
14042,n07929351,coffee bean
14043,n07929519,coffee
14044,n07929940,cafe royale
14045,n07930062,fruit punch
14046,n07930205,milk punch
14047,n07930315,mimosa
14048,n07930433,pina colada
14049,n07930554,punch
14050,n07930864,cup
14051,n07931001,champagne cup
14052,n07931096,claret cup
14053,n07931280,wassail
14054,n07931452,planter's punch
14055,n07931612,White Russian
14056,n07931733,fish house punch
14057,n07931870,May wine
14058,n07932039,eggnog
14059,n07932323,cassiri
14060,n07932454,spruce beer
14061,n07932614,rickey
14062,n07932762,gin rickey
14063,n07932841,tea
14064,n07933154,tea bag
14065,n07933274,tea
14066,n07933530,tea-like drink
14067,n07933652,cambric tea
14068,n07933799,cuppa
14069,n07933891,herb tea
14070,n07934032,tisane
14071,n07934152,camomile tea
14072,n07934282,ice tea
14073,n07934373,sun tea
14074,n07934530,black tea
14075,n07934678,congou
14076,n07934800,Darjeeling
14077,n07934908,orange pekoe
14078,n07935043,souchong
14079,n07935152,green tea
14080,n07935288,hyson
14081,n07935379,oolong
14082,n07935504,water
14083,n07935737,bottled water
14084,n07935878,branch water
14085,n07936015,spring water
14086,n07936093,sugar water
14087,n07936263,drinking water
14088,n07936459,ice water
14089,n07936548,soda water
14090,n07936745,mineral water
14091,n07936979,seltzer
14092,n07937069,Vichy water
14093,n07937344,perishable
14094,n07937461,couscous
14095,n07937621,ramekin
14096,n07938007,multivitamin
14097,n07938149,vitamin pill
14098,n07938313,soul food
14099,n07938594,mold
14100,n07942152,people
14101,n07951464,collection
14102,n07954211,book
14103,n07977870,library
14104,n08079613,baseball club
14105,n08182379,crowd
14106,n08238463,class
14107,n08242223,core
14108,n08249459,concert band
14109,n08253141,dance
14110,n08256735,wedding
14111,n08376250,chain
14112,n08385989,power breakfast
14113,n08492354,aerie
14114,n08492461,agora
14115,n08494231,amusement park
14116,n08495908,aphelion
14117,n08496334,apron
14118,n08500819,interplanetary space
14119,n08500989,interstellar space
14120,n08501887,intergalactic space
14121,n08505018,bush
14122,n08506347,semidesert
14123,n08511017,beam-ends
14124,n08517010,bridgehead
14125,n08517676,bus stop
14126,n08518171,campsite
14127,n08519299,detention basin
14128,n08521623,cemetery
14129,n08523340,trichion
14130,n08524735,city
14131,n08539072,business district
14132,n08539276,outskirts
14133,n08540532,borough
14134,n08547468,cow pasture
14135,n08547544,crest
14136,n08551296,eparchy
14137,n08554440,suburb
14138,n08555333,stockbroker belt
14139,n08555710,crawlspace
